ID,Region,Date,Weekday,Apartment,Beds,Review,Pic Quality,Price,Accept
38,5,153,7,0,3,4.605987284,0.832362781,383.0415177,0
39,5,329,1,1,2,4.802162892,0.763435706,433.5694957,0
40,9,143,4,1,2,4.752548214,0.59979435,448.1170544,0
41,1,161,1,1,1,4.897521096,0.841192539,386.4017402,0
42,4,189,1,1,3,4.907961255,0.974385965,444.4518006,1
43,1,35,1,1,2,4.986941773,0.841702143,392.1283379,1
44,9,160,7,0,1,4.755692021,0.739314292,312.2129913,0
45,7,195,7,1,1,4.575579882,0.810445805,262.7261826,0
46,6,206,4,1,1,4.910598376,0.813770646,414.0964699,0
47,5,346,4,1,2,4.529106821,0.985415013,465.2808241,0
48,9,245,1,1,1,4.720355839,0.994463301,238.6263667,1
49,1,304,4,1,1,4.926832479,0.891536622,288.6714255,0
50,1,310,3,0,2,4.347959071,0.58176951,258.8748543,0
51,6,343,1,1,1,4.970081965,0.770870942,345.5350319,0
52,4,212,3,0,1,3.908110448,0.632268467,205.9693136,1
53,4,95,5,1,1,4.321210265,0.771965948,368.4853079,0
54,8,144,5,1,1,3,0.952370155,97.16948318,0
55,10,81,5,1,1,4.67665827,0.878132995,229.3107386,0
56,5,279,7,1,2,4.780847344,0.910738879,340.8660543,0
57,9,117,6,1,3,4.449549658,0.517091827,384.6917281,1
58,2,148,2,1,1,4.703559108,0.820410846,334.8375794,0
59,9,65,3,1,1,3,0.827412408,101.4127696,1
60,6,279,7,1,2,3.953106094,0.969485041,250.4509101,0
61,5,94,4,1,1,4.362430205,0.751311698,392.6249868,0
62,5,251,7,1,2,4.508046562,0.159857958,297.5242518,0
63,10,71,2,1,2,4.351255002,0.868772583,249.5604548,1
64,7,210,1,1,1,4.598540978,0.626591287,235.8882448,0
65,10,185,4,1,2,4.978204422,0.999703968,419.499209,0
66,10,265,7,1,1,4.895027053,0.946148769,294.6759092,1
67,8,194,6,0,3,4.603192882,0.744892693,506.1548627,0
68,8,107,3,0,2,4.317479681,0.682059541,245.7723573,0
69,3,70,1,1,1,4.904767072,0.914375517,350.0672845,0
70,2,174,7,0,1,3.293464595,0.916059568,257.9342551,0
71,6,319,5,1,3,4.733651096,0.568667727,555.515114,0
72,8,363,7,0,1,4.841865849,0.978835417,290.4243643,0
73,2,274,2,1,3,4.153163276,0.673420033,273.8547657,0
74,5,145,6,1,1,4.860560005,0.959927381,332.8663756,0
75,6,198,3,1,1,4.830452528,0.85176079,261.2899554,1
76,7,102,5,1,1,4.4408572,0.950030601,411.80154,0
77,9,138,6,0,2,4.897088371,0.70830836,481.0855539,0
78,4,349,7,1,1,4.416195055,0.627081721,148.7104663,0
79,7,12,6,1,1,3.969262184,0.625902255,229.4062894,0
80,1,34,7,1,1,4.913637585,0.935452899,234.631066,0
81,8,169,2,1,2,4.832707773,0.855101798,309.3498053,0
82,7,294,1,0,2,4.270008335,0.882564692,429.8829707,0
83,4,161,1,0,1,4.623300013,0.40630364,259.5283327,1
84,7,223,7,0,1,4.859100018,0.477075376,321.2970914,0
85,9,348,6,1,2,4.907515216,0.742497839,454.4954472,0
86,9,14,1,1,1,4.030710606,0.719927167,227.6773679,1
87,7,69,7,1,1,4.869055815,0.659169606,370.5574721,0
88,4,119,1,0,2,4.332130995,0.84383026,383.2589124,0
89,8,86,3,1,1,4.860721729,0.799214189,227.240154,1
90,6,81,5,1,1,4.854512029,0.785753066,396.9253768,0
91,4,127,2,1,2,3.962419567,0.491823844,298.8767831,0
92,8,89,6,1,1,4.475108822,0.809110789,205.7740733,0
93,2,365,2,1,1,4.228316713,0.526524359,210.220912,0
94,5,3,4,1,2,4.96504014,0.786214834,363.0683393,1
95,4,303,3,1,1,4.92578323,0.745204304,326.2983317,0
96,5,219,3,0,1,4.901653145,0.664551885,325.7869423,0
97,8,157,4,0,1,4.918577011,0.577431726,269.6238641,1
98,6,331,3,0,1,4.876872342,0.850710039,366.7320151,0
99,4,124,6,1,2,4.279898745,0.627688019,338.4212236,0
100,10,341,6,1,1,4.776098916,0.288964073,267.1973048,0
101,10,239,2,1,1,4.759440402,0.863294244,281.8662729,1
102,10,12,6,1,1,3.585149962,0.990957381,175.9027802,1
103,7,101,4,1,2,4.860086247,0.657829444,497.8016631,0
104,5,231,1,1,1,4.747210561,0.776128758,299.4165397,1
105,5,202,7,0,3,4.242211316,0.908091958,435.1578163,1
106,8,73,4,1,1,4.857287417,0.776824687,378.7497621,0
107,7,35,1,0,1,4.388426651,0.805681888,315.1542639,0
108,9,299,6,1,2,4.694934731,0.997956669,297.849983,0
109,8,127,2,0,1,4.976356191,0.389828083,306.0995087,0
110,2,287,1,1,1,4.431879084,0.809635464,256.4859922,0
111,8,163,3,1,1,4.803756642,0.978959632,382.3445846,0
112,2,54,6,1,1,4.902190951,0.783585886,446.3958297,0
113,3,14,1,1,2,4.413035042,0.953536161,416.7967224,0
114,7,255,4,1,1,3.280127244,0.873577641,267.8425106,0
115,1,8,2,1,1,3.914353298,0.956203005,86.52562961,0
116,1,89,6,1,2,4.845201185,0.692793894,325.0853265,1
117,1,355,6,1,1,4.789731441,0.88212826,276.716422,0
118,9,149,3,0,1,4.685536183,0.381183143,163.792884,1
119,6,233,3,1,1,4.785232872,0.202553,308.2709829,0
120,3,335,7,1,2,3.901720028,0.926583304,398.4881196,0
121,5,112,1,1,1,4.368364157,0.941578541,389.3659114,0
122,10,185,4,1,1,4.723467018,0.258989341,256.7271547,0
123,5,107,3,0,1,3.757442333,0.731944964,246.1482142,0
124,2,300,7,1,1,4.945067247,0.658313424,388.6825048,0
125,1,122,4,0,1,4.905758915,0.954884763,436.8133627,0
126,5,358,2,1,1,4.073633065,0.821513062,162.4292288,1
127,8,319,5,1,1,3.2531631,0.804933342,171.6456285,0
128,6,154,1,1,1,4.318637134,0.824569479,344.8522009,0
129,2,214,5,1,1,4.240644795,0.980052069,385.5435261,0
130,2,73,4,1,1,4.090921661,0.915358454,199.4181229,0
131,2,196,1,1,4,4.152306515,0.853370999,427.8021241,0
132,9,192,4,1,2,4.716905702,0.637805877,424.1989548,1
133,1,96,6,1,1,4.462158852,0.940875202,397.6656375,0
134,2,313,6,1,2,4.601177249,0.965922793,350.7098425,0
135,9,160,7,1,1,4.925069342,0.942551693,242.7862907,1
136,9,315,1,1,3,4.534171079,0.834382354,327.9344952,0
137,3,265,7,1,1,4.581993097,0.705953394,381.9031749,0
138,1,91,1,1,2,4.936007422,0.593216373,370.0656455,0
139,5,275,3,1,2,3.763731096,0.377501808,176.6267965,1
140,10,295,2,1,3,4.369196629,0.701849577,373.9689028,0
141,3,164,4,0,1,4.924352135,0.889610061,263.1727004,1
142,8,13,7,1,2,4.775482461,0.341474978,274.6530988,0
143,5,9,3,1,1,4.46023793,0.451212077,173.435506,0
144,5,64,2,1,2,4.709803109,0.453445869,374.5409426,0
145,10,99,2,0,2,4.80782976,0.877733172,213.8481028,1
146,4,203,1,0,1,4.613924463,0.644962081,347.2877011,0
147,10,351,2,1,1,4.62943458,0.50764552,236.5427723,1
148,7,41,7,1,1,4.992568197,0.75215103,371.0332371,0
149,9,199,4,0,1,4.922462395,0.581355207,408.7764859,0
150,5,46,5,1,2,4.336556244,0.418407425,323.0382726,1
151,6,285,6,1,1,4.515378134,0.716219674,326.1987196,0
152,10,259,1,1,2,4.454545738,0.908320541,349.9379181,0
153,3,32,5,1,1,3.953762474,0.939785969,261.8179441,0
154,4,52,4,1,2,4.798453026,0.539199079,455.4658411,0
155,5,25,5,1,1,4.800629099,0.805007571,317.153894,0
156,10,43,2,1,2,4.984844944,0.889546923,294.8599903,0
157,7,111,7,1,2,4.872750516,0.410070732,484.394676,0
158,1,365,2,1,2,4.993730222,0.953770962,409.0556228,1
159,4,200,5,1,1,4.412746203,0.650368359,282.2398158,0
160,3,304,4,1,1,4.906281131,0.736304369,262.5727701,1
161,7,81,5,1,2,3.970490494,0.975325402,396.411555,1
162,2,357,1,1,1,4.926168688,0.902090031,318.2373527,0
163,7,231,1,1,1,4.990779897,0.868379245,404.8885481,0
164,3,31,4,1,2,4.02284779,0.659508689,224.9012451,0
165,7,207,5,0,2,4.618450407,0.876267742,474.1129519,0
166,8,66,4,1,2,4.795239529,0.816392587,282.56144,0
167,1,44,3,1,2,4.938589895,0.871028181,406.5477612,0
168,7,273,1,0,1,4.326858409,0.93830041,324.9040756,0
169,6,115,4,1,1,4.88254683,0.701466429,359.025452,0
170,1,187,6,1,1,3.721180558,0.702473058,359.6771142,0
171,10,146,7,1,1,4.854597583,0.972286488,390.8003332,0
172,5,269,4,1,1,3.941981121,0.938763949,199.3623001,0
173,5,181,7,1,2,4.343565059,0.767322677,474.5645316,0
174,3,161,1,1,2,4.20418229,0.638761625,352.6328012,0
175,7,29,2,1,1,4.848268356,0.975517867,177.8599685,0
176,10,275,3,1,1,4.57870658,0.80471862,280.8885389,0
177,5,302,2,1,1,4.93848171,0.78431458,212.2112732,1
178,4,112,1,1,1,4.967295142,0.678697132,326.0555204,1
179,10,315,1,1,1,4.855322929,0.523330245,220.7041639,0
180,10,177,3,1,1,3.55263332,0.528157403,240.4563862,0
181,9,92,2,1,2,4.23440052,0.573274456,367.49997,0
182,1,317,3,1,1,4.743080358,0.637393245,388.1717079,0
183,2,89,6,1,2,4.887265445,0.984261726,473.745178,0
184,2,334,6,1,3,4.301220934,0.806364615,326.8873211,0
185,6,64,2,1,1,4.856815456,0.322600395,172.5167407,1
186,1,182,1,1,3,4.139334005,0.728286505,466.6607939,0
187,3,165,5,1,1,4.974983004,0.616815047,382.7373204,0
188,4,271,6,1,2,4.883326778,0.669983777,498.7493302,0
189,5,119,1,1,1,4.44552318,0.881259298,379.1998737,0
190,7,123,5,1,2,4.801586957,0.695339774,452.2204146,0
191,3,210,1,1,1,4.823633498,0.863041238,274.7066369,1
192,9,20,7,1,2,4.95406235,0.430307278,233.4753533,0
193,2,251,7,1,1,4.836668596,0.902373155,275.1689722,0
194,3,242,5,0,2,4.413641759,0.738951053,375.4236405,0
195,8,316,2,1,2,4.698325817,0.548567587,384.9202669,0
196,9,345,3,0,1,4.881393446,0.804542556,242.4401472,1
197,8,337,2,1,2,4.61530423,0.851996914,234.1132346,1
198,3,364,1,1,3,4.717494521,0.90103435,401.18043,0
199,6,76,7,1,1,4.640185053,0.970415134,310.6029684,1
200,6,281,2,1,1,4.610618997,0.865629487,183.5488952,0
201,3,132,7,1,2,3,0.882566473,237.5218371,1
202,4,359,3,0,1,4.457219077,0.683830135,298.4000261,0
203,2,39,5,1,2,3.992917483,0.617679507,351.4126602,0
204,6,25,5,1,1,4.633952384,0.830771073,399.7042762,0
205,2,56,1,1,1,3.793629249,0.618719371,263.1183518,0
206,8,185,4,1,2,4.274429579,0.966488636,280.6878566,1
207,8,303,3,0,1,3.523772601,0.859346599,149.4512238,0
208,5,81,5,1,1,4.900474974,0.46873567,341.9733411,0
209,1,179,5,1,1,4.792359408,0.817871649,340.5617854,0
210,7,38,4,1,1,4.289113034,0.897549341,342.3663168,0
211,3,285,6,0,2,4.091901218,0.781505834,454.1862511,0
212,6,210,1,1,2,4.632925488,0.902026516,305.1817456,1
213,3,222,6,0,3,4.924226712,0.895493129,444.2555452,1
214,2,348,6,1,1,4.750005429,0.938650598,365.420418,0
215,6,257,6,1,3,4.010532439,0.440060138,467.189804,0
216,3,141,2,1,1,4.988177113,0.542513382,286.5740176,0
217,6,323,2,1,1,4.97465936,0.703657593,197.969639,1
218,6,133,1,1,2,4.980497347,0.579304863,485.5143517,0
219,8,141,2,1,1,4.624742,0.796486517,208.4050119,0
220,9,77,1,1,2,4.983119015,0.646309564,366.1200595,0
221,1,132,7,1,2,4.860859428,0.593099288,394.6620101,1
222,9,36,2,0,1,3.387423433,0.827058666,165.8739538,0
223,8,168,1,1,1,4.115857656,0.928866989,256.0345187,1
224,6,331,3,1,1,4.39469772,0.968249845,237.3290545,0
225,2,199,4,1,1,4.883112102,0.769823153,316.938806,0
226,7,127,2,1,1,4.885520767,0.839694828,350.1986397,0
227,9,140,1,0,1,4.719421204,0.815634441,348.1704668,0
228,9,66,4,1,2,4.991396661,0.414831708,443.4657937,0
229,6,188,7,1,1,4.647281847,0.950663849,290.7928985,0
230,4,133,1,1,2,4.791312734,0.870722009,339.5904542,1
231,9,121,3,0,2,4.999886548,0.834062923,286.4706415,1
232,7,81,5,1,1,4.383638991,0.646396048,321.8384246,0
233,10,214,5,1,2,4.938133257,0.543552137,444.0317959,0
234,8,31,4,1,1,4.257832771,0.852541073,326.254776,0
235,7,332,4,1,1,4.978096756,0.657548228,278.7971083,1
236,3,205,3,1,1,4.871899202,0.868238064,286.7943224,0
237,5,284,5,1,2,4.84208282,0.959097557,475.5858041,0
238,5,296,3,1,1,4.14703514,0.32055861,189.4107594,0
239,1,209,7,1,2,4.398208189,0.781800809,299.8917932,1
240,2,296,3,1,2,4.842179841,0.818521848,241.9692162,0
241,1,212,3,1,2,4.259280452,0.561033011,247.7168234,1
242,2,75,6,0,1,4.978292715,0.913310502,457.7644151,0
243,2,344,2,0,1,4.139533698,0.538483941,247.5107238,0
244,1,315,1,0,3,3.929296335,0.228327,336.0478402,0
245,4,100,3,0,2,4.828500455,0.514246663,404.8326979,0
246,4,30,3,1,2,4.882796833,0.09862664,346.5822524,0
247,2,338,3,0,1,4.226819538,0.495876845,230.1822191,0
248,5,283,4,1,1,3.531268813,0.988853878,293.5702572,0
249,2,297,4,1,3,4.512456121,0.9918647,545.7991424,0
250,4,25,5,1,1,4.621806661,0.852583717,319.0857471,0
251,6,2,3,1,2,4.903588756,0.678333418,401.3027414,0
252,3,295,2,1,1,4.240799509,0.840681321,298.7689876,0
253,8,235,5,1,1,4.225707176,0.388280985,144.6280456,0
254,7,179,5,0,1,4.851614221,0.777487829,333.7501075,1
255,3,232,2,0,2,4.793554905,0.821029692,364.7055142,0
256,1,216,7,0,1,4.386711216,0.885060677,260.8505976,1
257,5,187,6,1,3,3.987641376,0.898461971,483.8135774,0
258,2,19,6,1,1,4.93893963,0.830116706,320.8653602,0
259,3,128,3,1,3,3.621940591,0.876000286,377.0506451,0
260,4,276,4,1,1,4.488170538,0.81027485,335.2068443,0
261,9,170,3,1,1,4.753940936,0.839726265,274.0803077,1
262,1,291,5,1,1,4.509707533,0.738661789,414.776719,0
263,7,25,5,0,1,4.870163285,0.897174187,365.7459425,0
264,8,140,1,1,1,4.957725451,0.453662525,270.5434675,0
265,1,280,1,1,2,3,0.924868705,257.1827014,0
266,9,36,2,1,3,4.495354326,0.859452653,255.767549,0
267,3,275,3,1,1,4.049649246,0.953419116,165.3245991,1
268,10,185,4,1,2,4.723248684,0.898592256,523.8215336,0
269,4,56,1,1,1,4.454627485,0.9324483,393.9506693,0
270,9,360,4,0,1,4.76465463,0.948387047,252.2209009,1
271,2,187,6,1,1,3,0.954849757,260.5077161,0
272,9,355,6,0,1,4.281414313,0.555499145,362.5934489,0
273,6,181,7,1,1,4.392038211,0.954220222,395.0486644,0
274,8,365,2,0,1,4.978796085,0.538857835,285.959815,1
275,7,90,7,1,1,3.862127539,0.706564952,146.3185739,1
276,3,11,5,1,1,4.753605926,0.825114497,236.4981652,1
277,2,244,7,0,3,4.829055676,0.576680895,391.9025309,1
278,5,231,1,0,1,4.913202042,0.734061303,412.2245819,0
279,5,34,7,0,1,4.664824591,0.9302482,290.1343906,0
280,7,37,3,1,1,4.696755455,0.820757913,339.2350652,0
281,1,31,4,0,1,3.917144748,0.441695547,234.1902068,1
282,2,135,3,1,1,4.631821012,0.901697611,309.0840638,0
283,4,359,3,1,1,3.952283708,0.743115693,156.6204484,0
284,1,105,1,1,3,4.111708192,0.838394282,470.0625207,0
285,10,106,2,0,1,3.983249608,0.894874799,98.70254166,0
286,7,243,6,1,1,4.81639117,0.983718556,318.506495,0
287,10,229,6,1,2,4.548954972,0.860275035,444.4144603,0
288,6,328,7,1,2,4.362135495,0.774309431,433.9811796,0
289,6,10,4,1,2,3.459191566,0.643055806,229.3483992,0
290,4,149,3,1,4,4.705587364,0.501765722,512.7529582,0
291,1,98,1,1,2,4.979126212,0.87449564,458.3529613,0
292,7,330,2,1,1,4.882755951,0.762690373,307.8984985,0
293,6,26,6,1,1,3.610032117,0.299713133,222.4204806,1
294,4,288,2,1,1,4.899819116,0.875181913,321.0298452,0
295,5,249,5,1,2,4.539923704,0.179958509,402.7975569,0
296,8,308,1,1,2,4.536926605,0.442918481,383.1768127,0
297,2,140,1,1,1,4.027511647,0.840437837,292.1453078,0
298,9,10,4,1,2,4.877948401,0.922109618,346.2397383,0
299,9,219,3,1,1,4.909185624,0.82665029,225.1956866,0
300,5,106,2,1,1,4.982109051,0.540272601,226.2863483,0
301,9,196,1,1,1,4.74498803,0.556052443,290.2808118,1
302,3,195,7,1,3,4.549830931,0.837488832,402.7762101,0
303,10,13,7,0,2,4.326442245,0.732146574,227.4337566,0
304,10,309,2,0,1,4.676565347,0.446756495,218.514872,0
305,3,156,3,1,2,4.542854554,0.669742473,215.6865709,1
306,1,191,3,0,1,4.938606617,0.939591262,313.3678378,0
307,9,2,3,0,1,4.296475108,0.496638379,307.3125058,0
308,9,229,6,1,1,4.683672432,0.473526462,309.5157573,1
309,3,206,4,1,2,4.364820879,0.957707682,490.7185358,0
310,5,248,4,1,2,4.972215255,0.595908444,334.0780156,0
311,9,70,1,1,1,4.438473972,0.610986341,239.1831253,0
312,10,199,4,0,1,4.893776097,0.722359829,258.2630016,0
313,7,343,1,1,2,4.93926529,0.528982507,304.6221408,0
314,5,62,7,1,2,4.622883589,0.562029221,274.3905703,0
315,7,203,1,0,1,4.857712588,0.941475478,236.5286418,1
316,1,223,7,0,2,4.648981187,0.725712954,445.1303887,0
317,4,172,5,1,2,4.340355037,0.889470301,420.024318,0
318,6,169,2,0,1,3,0.863709868,88.98902768,0
319,4,144,5,1,1,4.66245478,0.880396065,271.6434074,0
320,10,284,5,1,2,4.968412834,0.83196408,326.107841,1
321,6,146,7,1,1,4.643766732,0.705018768,322.4421018,0
322,10,349,7,1,2,4.286914763,0.843640384,283.663521,1
323,2,257,6,1,2,4.785685124,0.631734688,500.6553352,1
324,7,39,5,1,1,4.285623863,0.800577989,296.9611709,0
325,3,271,6,0,1,3.63666004,0.987737821,241.6671707,0
326,9,267,2,0,1,3.675257985,0.899662404,182.7466657,0
327,3,236,6,1,2,4.749855766,0.807671988,488.1499072,0
328,3,287,1,1,2,4.730437672,0.152003381,335.342472,1
329,8,8,2,0,2,4.799047586,0.931874546,361.9038966,0
330,7,115,4,1,2,4.732013225,0.257558074,340.351224,1
331,7,280,1,1,1,4.781910317,0.515215932,242.8922796,0
332,2,58,3,1,2,3.713052685,0.635888251,217.0393632,1
333,2,50,2,1,2,4.302202682,0.762407657,352.6712569,0
334,8,22,2,1,2,4.986111345,0.520331406,378.8603517,0
335,3,257,6,1,2,4.997446248,0.8603665,430.412234,1
336,8,237,7,1,1,4.923360753,0.854747353,303.6651809,1
337,7,303,3,1,1,4.579392561,0.99734362,322.6602296,1
338,2,189,1,1,3,4.357466517,0.62386291,410.0628925,0
339,1,12,6,1,1,4.773664105,0.533453168,244.0260556,1
340,8,96,6,1,1,4.958893214,0.643640619,434.4660135,0
341,8,171,4,1,1,4.971042393,0.92310206,346.2331922,0
342,2,250,6,1,1,4.307002264,0.567903334,216.5937283,0
343,8,330,2,1,1,4.238469366,0.65697968,121.7260163,0
344,3,280,1,1,1,4.311907495,0.970786667,341.6714598,0
345,10,44,3,1,2,4.976407222,0.977836441,320.0459459,0
346,6,361,5,1,1,4.258275884,0.769069658,244.2770151,1
347,5,119,1,1,1,4.584556956,0.863493754,338.3433361,0
348,7,90,7,1,1,4.867344641,0.543348464,391.5488517,0
349,8,195,7,0,1,4.609630024,0.902447951,366.7041783,0
350,1,241,4,1,2,4.678355731,0.790043626,371.4033775,1
351,6,288,2,0,3,4.964036573,0.432375987,436.7385293,0
352,2,208,6,1,1,4.832988521,0.582238822,296.0737243,1
353,6,40,6,1,2,4.835515699,0.805858722,394.3953922,1
354,9,295,2,1,1,3.658144872,0.677095024,136.5253428,1
355,6,242,5,1,1,4.917510883,0.924919131,370.2521093,0
356,3,127,2,1,1,4.277815587,0.6789931,219.1937408,1
357,8,64,2,1,1,4.766921811,0.737017904,326.8110422,0
358,9,306,6,0,1,4.630260749,0.481355495,355.9141926,0
359,1,281,2,0,1,4.996703049,0.580519355,275.5670617,0
360,4,56,1,1,2,3.911014759,0.667570264,350.682705,1
361,8,209,7,1,2,4.740287015,0.891176408,441.2744623,0
362,8,349,7,1,1,4.74443478,0.911986648,377.1508243,0
363,7,149,3,1,2,4.976068391,0.654122053,393.3234506,0
364,5,243,6,1,3,4.92092611,0.564788326,441.2589826,1
365,1,63,1,1,1,4.624963705,0.815174618,212.7713969,1
366,9,284,5,1,1,4.843087778,0.829875695,276.217128,1
367,2,47,6,0,1,4.970485407,0.909633167,321.7646348,0
368,3,6,7,1,3,4.772166979,0.782441394,418.5475096,0
369,2,22,2,1,2,4.79766009,0.867567329,168.5888204,1
370,3,79,3,1,2,3.556584039,0.871096,345.2973953,0
371,1,216,7,1,1,4.284380626,0.693806791,252.6159656,0
372,8,6,7,1,1,4.596283541,0.578050833,207.319197,0
373,7,231,1,1,1,3.904794402,0.715575675,185.725512,0
374,8,116,5,1,1,4.796996042,0.843038574,248.7502856,0
375,10,320,6,1,2,4.777127401,0.918773082,403.3008083,0
376,8,97,7,0,2,4.767151304,0.88774761,348.8834644,0
377,4,74,5,1,1,4.546596605,0.993248902,268.027071,0
378,5,21,1,1,1,3.99526833,0.938550124,176.823999,0
379,1,356,7,1,1,4.808722271,0.815704657,363.0143583,0
380,5,103,6,1,1,4.101230822,0.763146909,226.4136652,0
381,1,287,1,1,1,4.394889435,0.847747461,227.4573474,0
382,10,258,7,1,2,3.354297342,0.814290109,309.3025678,0
383,6,151,5,1,2,4.537514459,0.688289559,313.6897221,1
384,9,250,6,1,1,4.974839896,0.876889187,327.0769781,0
385,1,1,2,1,1,4.592614139,0.749002165,211.3419651,0
386,1,92,2,1,2,4.673494492,0.927354157,271.0948189,0
387,2,241,4,1,2,4.508029511,0.67449804,410.5819376,0
388,6,311,4,1,3,4.829023066,0.620188909,576.2116018,0
389,4,213,4,1,1,4.936197404,0.937488472,360.5193712,1
390,4,59,4,1,1,4.747330482,0.723015357,254.8765737,1
391,2,120,2,1,2,4.515448406,0.389572336,250.2390923,0
392,9,199,4,1,1,3.747586408,0.496992715,261.147587,1
393,8,217,1,1,2,4.921512336,0.743822206,334.7342093,1
394,4,243,6,0,2,4.177462131,0.568685055,259.5061242,1
395,5,329,1,1,2,4.8788511,0.512210235,492.7793777,0
396,2,327,6,1,1,4.658120272,0.945768977,289.5933988,1
397,6,228,5,0,1,4.842124019,0.972292839,339.1539627,0
398,1,308,1,1,2,4.761993082,0.517894777,479.2548214,0
399,8,103,6,1,1,4.981218849,0.842215169,320.0766555,1
400,8,330,2,1,2,3.42914505,0.982097096,155.7396386,1
401,10,109,5,1,1,4.861009416,0.686746681,260.7990996,1
402,9,29,2,0,1,4.756020338,0.540642459,210.7233896,0
403,6,177,3,0,2,3,0.522172427,250.5800847,0
404,8,28,1,1,1,4.714069453,0.890250141,305.7502367,1
405,1,94,4,1,3,4.737829083,0.887425235,491.0668671,0
406,8,58,3,1,2,4.77230287,0.732648796,332.0381813,0
407,6,85,2,0,2,4.496394882,0.989138538,339.2415601,0
408,7,83,7,1,1,3.586188585,0.833054366,326.6380335,0
409,6,271,6,0,2,4.788250739,0.642676711,362.568099,0
410,1,76,7,1,1,4.834174011,0.897763965,242.2799963,0
411,3,286,7,1,2,4.562384459,0.995526744,335.2969719,1
412,2,15,2,1,2,3.610913398,0.499639093,218.064256,1
413,9,22,2,1,3,3.19301167,0.747225811,249.5241654,0
414,6,21,1,1,1,4.711766722,0.910807165,418.7307293,0
415,3,165,5,1,2,4.665834551,0.874322617,379.8751947,0
416,4,155,2,1,1,4.767006185,0.899849715,268.8438278,0
417,1,44,3,1,2,4.912248567,0.561460931,265.8490843,0
418,7,316,2,1,2,4.969753592,0.871805884,450.9307938,0
419,4,17,4,0,1,4.521656051,0.832711789,257.6076355,1
420,2,139,7,1,1,4.771934735,0.267945753,282.0297559,0
421,6,314,7,0,1,4.441078304,0.536376287,222.69678,1
422,4,291,5,1,3,4.789849638,0.717393693,453.6003637,0
423,1,221,5,0,1,3,0.904683087,267.6971307,0
424,8,148,2,1,1,4.731702893,0.998013062,280.5638653,0
425,7,345,3,0,1,4.961672725,0.760800881,334.908746,0
426,5,111,7,1,1,4.868714288,0.971553292,294.9965828,0
427,9,51,3,1,2,4.859137646,0.993067896,387.9095784,0
428,2,70,1,1,1,4.993380753,0.340701229,343.0327515,0
429,6,70,1,1,1,3.559652326,0.738857987,237.1611785,0
430,8,190,2,1,2,4.664509044,0.738709029,376.8468564,0
431,10,215,6,1,1,4.356042887,0.332883022,271.8819688,0
432,4,360,4,0,2,4.451756557,0.367597754,251.1776757,1
433,3,265,7,0,1,4.200547292,0.608465254,235.819002,0
434,6,113,2,0,2,4.759099683,0.964416419,413.8711666,0
435,2,258,7,1,1,4.983993581,0.857518014,267.9437647,0
436,7,60,5,1,2,4.859560093,0.945789265,376.2262388,1
437,2,29,2,1,1,4.775753425,0.688792574,352.0797936,0
